method,t_h,x_m,z_m,u_m_s,w_m_s,m_kg,a,c,C_D,Re,S_i,η,R,driving_factor,m_dot
BDF,483.8333333333333,3304830.6763503193,9618.027982526883,1.9098600872549618,-3.6155294718739085e-07,1.0802305788443751e-09,5.368761873259581e-05,0.00010737523746519162,9.830404902999113,2.4491882641230003,1.0022047072128821,1.0236055965053765,0.0022046826885897194,2.4524292409344728e-08,4.255322755520167e-20
BDF,484.0,3305976.5927291564,9618.027764854382,1.9098611756165815,-3.6449465973578286e-07,1.0802305979770532e-09,5.3687619059017694e-05,0.00010737523811803539,9.83040459538667,2.4491883538030734,1.0022046908696232,1.0236055529708763,0.002204678640819113,1.2228804047512143e-08,2.1218760967117396e-20
BDF,484.1666666666667,3307122.50976172,9618.02754661761,1.9098622668007117,-3.6358954119357606e-07,1.0802306043007363e-09,5.368761916690581e-05,0.00010737523833381162,9.830404374279375,2.4491884182637937,1.0022046744848125,1.0236055093235221,0.002204674573028432,-8.82158911891251e-11,-1.530674586708537e-22
BDF,484.3333333333333,3308268.4274459537,9618.02733006928,1.9098633495437891,-3.588810894100873e-07,1.0802305978653327e-09,5.368761905711164e-05,0.00010737523811422328,9.83040424118274,2.4491884570662465,1.0022046582263273,1.0236054660138563,0.0022046705272921376,-1.2300964821396199e-08,-2.1343971433135296e-20
BDF,484.5,3309414.345773354,9618.027117456397,1.909864412610792,-3.5045110267407215e-07,1.08023057884719e-09,5.368761873264383e-05,0.00010737523746528766,9.830404196732557,2.4491884700250726,1.0022046422634376,1.0236054234912795,0.0022046665456718567,-2.4282234217277987e-08,-4.2133225126919626e-20
BDF,484.6666666666667,3310560.2647288404,9618.026910973887,1.9098654450270234,-3.384191698630053e-07,1.0802305475512382e-09,5.368761819870478e-05,0.00010737523639740956,9.830404240650287,2.4491884572214757,1.0022046267608746,1.0236053821947775,0.0022046626693527182,-3.590847808985706e-08,-6.23064577418054e-20
BDF,484.8333333333333,3311706.1842908855,9618.026712734978,1.9098664362263056,-3.229415055578136e-07,1.0802305044081264e-09,5.368761746264176e-05,0.00010737523492528353,9.830404371737297,2.4491884190049014,1.0022046118771197,1.0236053425469958,0.00220465893808838,-4.706096864677892e-08,-8.165765877248855e-20
BDF,485.0,3312852.1044317787,9618.026524748448,1.909867376164685,-3.042092412214849e-07,1.0802304499694452e-09,5.3687616533865434e-05,0.00010737523306773087,9.830404587888484,2.449188355989064,1.0022045977628133,1.0236053049496896,0.002204655389772961,-5.762695961825798e-08,-9.999119656906076e-20
BDF,485.1666666666667,3313998.0251179724,9618.026348898498,1.909868255421091,-2.8244604358126597e-07,1.0802303849006282e-09,5.3687615423728705e-05,0.00010737523084745741,9.83040488612401,2.449188269042699,1.0022045845604026,1.0236052697796998,0.0022046520600602867,-6.749965766406421e-08,-1.17121768743674e-19
BDF,485.3333333333333,3315143.9463104843,9618.026186926274,1.9098690652897217,-2.579052844766644e-07,1.080230309972302e-09,5.36876141453792e-05,0.0001073752282907584,9.830405262632903,2.449188159276844,1.0022045723989434,1.0236052373852549,0.0022046489820124766,-7.658306902698364e-08,-1.328828118391432e-19
BDF,485.5,3316289.867965352,9618.026040412848,1.9098697978651296,-2.3086752739725642e-07,1.0802302260527347e-09,5.368761271363037e-05,0.00010737522542726074,9.83040571281091,2.449188028033813,1.002204561399552,1.0236052080825695,0.002204646185776947,-8.47862248951059e-08,-1.4711648150181763e-19
BDF,485.6666666666667,3317435.790036554,9618.025910696926,1.909870446453684,-2.0162201645147696e-07,1.0802301340494462e-09,5.368761114396538e-05,0.00010737522228793076,9.830406231589047,2.449187876791401,1.0022045516599678,1.0236051821393852,0.0022046436970074596,-9.203703965794674e-08,-1.596976985858675e-19
BDF,485.8333333333333,3318581.712470295,9618.025799089488,1.909871004500398,-1.7050258147585736e-07,1.0802300350217316e-09,5.368760945445679e-05,0.00010737521890891357,9.830406812853,2.449187707332156,1.002204543280483,1.0236051598178977,0.0022046415409527446,-9.826046982672199e-08,-1.7049625170046102e-19
BDF,486.0,3319727.635215235,9618.025706525279,1.9098714673314385,-1.378246253117047e-07,1.0802299299792917e-09,5.368760766233105e-05,0.0001073752153246621,9.830407450500243,2.4491875214351926,1.002204536331099,1.023605141305056,0.0022046397358039794,-1.0340470501862473e-07,-1.7942224238139865e-19
BDF,486.1666666666667,3320873.5582098975,9618.025633903559,1.9098718304503939,-1.0396228192436998e-07,1.080229820130368e-09,5.368760578820192e-05,0.00010737521157640384,9.830408137055887,2.4491873212797124,1.0022045308781908,1.0236051267807118,0.0022046382992372106,-1.0742104637490729e-07,-1.8639117122097627e-19
BDF,486.3333333333333,3322019.4813917256,9618.025581863882,1.9098720906593885,-6.929109694121442e-08,1.0802297067033367e-09,5.368760385302667e-05,0.00010737520770605335,9.830408864714386,2.4491871091413193,1.0022045269714535,1.0236051163727764,0.0022046372440971376,-1.1027264367998238e-07,-1.9133909802661252e-19
BDF,486.5,3323165.404698036,9618.02555078529,1.909872246063085,-3.418501393460505e-08,1.0802295909277942e-09,5.368760187778341e-05,0.00010737520375556682,9.830409625429954,2.44918688736565,1.0022045246378966,1.0236051101570582,0.0022046365783679597,-1.1194047140530156e-07,-1.942330111130098e-19
BDF,486.6666666666667,3324311.3280658694,9618.025540811277,1.909872295943905,9.842791277351446e-10,1.08022947403772e-09,5.3687599883525005e-05,0.00010737519976705001,9.830410410942395,2.4491866583608526,1.0022045238890747,1.0236051081622555,0.0022046363056415345,-1.1241656687347237e-07,-1.950590945148086e-19
BDF,486.8333333333333,3325457.251432125,9618.02555186484,1.9098722406867736,3.5847351493002126e-08,1.0802293572688843e-09,5.36875978913349e-05,0.0001073751957826698,9.830411212798827,2.449186424591244,1.0022045247190645,1.023605110372968,0.0022046364253964995,-1.1170633198390872e-07,-1.9382672179731237e-19
BDF,487.0,3326603.174734131,9618.025583652476,1.9098720817590422,7.004029970503576e-08,1.080229241847774e-09,5.368759592213817e-05,0.00010737519184427634,9.830412022432153,2.4491861885544397,1.002204527105348,1.0236051167304951,0.0022046369330645014,-1.0982771659262189e-07,-1.9056703908044013e-19
BDF,487.1666666666667,3327749.0979103683,9618.025635666369,1.909871821699728,1.0320901505145685e-07,1.0802291289773255e-09,5.368759399645808e-05,0.00010737518799291616,9.830412831260007,2.449185952752505,1.0022045310111702,1.0236051271332738,0.0022046378200604923,-1.0680889025137252e-07,-1.8532892514605154e-19
